Client Unique ID,Client ID,Client Age at Entry,Client Age at Exit,Client Gender,Client Primary Race,Client Ethnicity,Client Veteran Status,age_cat,race_cat,ethnicity_cat,veteran_cat
kmnm08311987k250m256,357848,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
cjhf03101990c420j525,416285,26.0,26.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
vdnf04161965v453d500,321918,51.0,51.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
whnm02081953w400h560,2142,63.0,63.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
dlwm10161959d543l200,290465,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
gnam09021964g643n400,427535,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
shrm12011965s455h640,428793,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jprm02271960j650p600,130671,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
gcom05261963g635c160,166457,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rtom09261956r150t525,385886,59.0,59.0,Male,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
cjnm07211967c100j520,197176,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
lgbm07301953l240g120,181716,62.0,62.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
esnm09201966e620s532,108279,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dbtm10171965d543b325,428596,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
ae-m10301972a450e455,197232,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rprm07161959r550p620,209331,56.0,56.0,Male,White ,Hispanic/Latino ,No ,55 to 59 years,White,Hispanic or Latino (of any race),Non veteran
lbom03121966l500b453,248566,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
epim04231994e620p652,418362,22.0,22.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
pmkm09061955p620m200,164121,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,60 to 64 years,Black or African American,Not Hispanic or Latino,Civilian veteran
padm04021972p400a536,200387,44.0,44.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
tjnm07221989t650j520,261739,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
fabm04061963f652a412,360883,53.0,53.0,Male,White ,Hispanic/Latino ,No ,45 to 54 years,White,Hispanic or Latino (of any race),Non veteran
cmom10161972c620m600,333763,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
aprm08251948a530p630,8993,67.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
casm05251993c560a423,299023,23.0,23.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
abrf05061989a200b634,429485,27.0,27.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
csef02291980c643s315,395469,36.0,36.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,35 to 44 years,Black or African American,Not Hispanic or Latino,Civilian veteran
kmnm08311987k250m256,357848,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
tklf11251966t500k430,429149,49.0,49.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
sbom06261980s500b650,273519,35.0,35.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
jbim12161966j520b400,418225,49.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
wbom01251964w450b620,123122,52.0,52.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
wgem05071968w450g620,157422,48.0,48.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
hsam05251973h163s000,396219,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
gnam09021964g643n400,427535,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
kmnm08311987k250m256,357848,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
rbif07201986r250b623,285483,29.0,29.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
mvum01031961m240v250,416284,55.0,55.0,Male,White ,Hispanic/Latino ,Yes ,55 to 59 years,White,Hispanic or Latino (of any race),Civilian veteran
ssim06201954s540s542,172434,61.0,62.0,Male,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
acnm10121971a536c540,312758,44.0,44.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
bmmm10071968b650m516,422786,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mlwm08071974m632l200,419124,41.0,41.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rfrm06071966r240f630,251488,49.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rsim01071957r254s525,159422,59.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
lrsf12151958l150r200,106155,57.0,58.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
dlwm10161959d543l200,290465,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
rwlm05221952r543w425,420897,64.0,64.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
smrm06231974s500m610,320781,41.0,41.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
bjnm09031977b100j520,201030,38.0,38.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
ewlm01041963e652w422,303733,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
scem11171965s315c600,193592,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
loef04281965l200o253,258810,51.0,51.0,Female,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,American Indian and Alaska Native,Not Hispanic or Latino,Non veteran
ktlf04101987k623t410,271342,29.0,29.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
gsim09021964g643s530,287330,51.0,51.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
hmrm05241966h654m642,160297,50.0,50.0,Male,White ,Hispanic/Latino ,No ,45 to 54 years,White,Hispanic or Latino (of any race),Non veteran
wbom01251964w450b620,123122,52.0,52.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
kklm12151965k530k400,423089,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mmcm05291961m643m240,276269,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
ltlm08051957l530t400,154785,58.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
gbom02181985g153b650,429152,31.0,31.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
kmnm08311987k250m256,357848,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
blem11211971b630l000,162076,44.0,44.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
rklm12221970r534k400,153324,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
vhsm11161997v340h235,425348,18.0,18.0,Male,White ,Non-Hispanic/Non-Latino ,No ,15 to 19 years,White,Not Hispanic or Latino,Non veteran
kmlm12231983k150m420,403745,32.0,32.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
smrm06231974s500m610,320781,41.0,42.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
sigm02191973s315i526,419391,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
tjnm07221989t650j520,261739,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
wbam04131979w450b400,175788,37.0,37.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
bmmm10071968b650m516,422786,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rsim05021982r560s530,391862,34.0,34.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
jeem10051960j500e163,158981,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
wprm08091955w436p626,171461,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
ddam04221992d130d616,403050,24.0,24.0,Male,American Indian or Alaska Native ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,American Indian and Alaska Native,Not Hispanic or Latino,Non veteran
hbim11061956h560b400,399892,59.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
mlwm08071974m632l200,419124,41.0,41.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
masm09121956m620a423,423932,59.0,59.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
dofm11151989d530o160,430243,26.0,26.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
ddnm03181960d130d542,196082,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
emym10301983e620m200,249545,32.0,32.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
cbsm02271977c600b200,301121,39.0,39.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
hnlm11251963h616n425,349278,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
shrm12011965s455h640,428793,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mmcm05291961m643m240,276269,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
jwlf12161960j400w430,430244,55.0,55.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
bbgf03111982b653b200,231428,34.0,34.0,Female,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
lcsf05031962l600c234,9728,54.0,54.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
cprm11161965c640p625,184448,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
cicm08041974c300i520,429870,41.0,41.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
awim08141967a650w623,430325,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mfsm08301959m620f236,430327,56.0,56.0,Male,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
jmnm04041958j643m532,430328,58.0,58.0,Male,White ,Hispanic/Latino ,No ,55 to 59 years,White,Hispanic or Latino (of any race),Non veteran
idvm05091972i615d120,160302,44.0,44.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
hcim09071967h616c620,379113,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mvum01031961m240v250,416284,55.0,55.0,Male,White ,Hispanic/Latino ,Yes ,55 to 59 years,White,Hispanic or Latino (of any race),Civilian veteran
awtf07251987a425w325,329555,28.0,28.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,25 to 34 years,Black or African American,Not Hispanic or Latino,Civilian veteran
dnrf06151968d130n655,424810,47.0,47.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
esef11081952e450s650,2054,63.0,63.0,Female,White ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,White,Not Hispanic or Latino,Non veteran
kjhm08051939k530j525,419911,76.0,76.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,75 to 84 years,Black or African American,Not Hispanic or Latino,Civilian veteran
kfnm12041986k650f536,271159,29.0,29.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
hshm01031949h616s160,368693,67.0,67.0,Male,White ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,White,Not Hispanic or Latino,Non veteran
lmrm11191963l600m610,424997,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
crbm01021986c623r150,419804,30.0,30.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
hsam05251973h163s000,396219,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
csif06101952c240s530,383778,64.0,64.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
spnf07311959s250p552,416885,56.0,56.0,Female,White ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,White,Not Hispanic or Latino,Non veteran
jmsf07281994j520m250,377721,21.0,21.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
hhcm01251967h610h230,288272,49.0,49.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
mwlm08191988m645w426,147927,27.0,27.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
ajnm01201961a535j520,331381,55.0,55.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
ljfm07151959l563j162,124817,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
tbrm01101994t530b632,426303,22.0,22.0,Male,White ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,White,Not Hispanic or Latino,Non veteran
cnlf10131971c655n425,349279,44.0,44.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
ktom12151987k150t512,430802,28.0,28.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
lcam12161963l540c462,366028,52.0,52.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
lcsf05031962l600c234,9728,54.0,54.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
mbwm01041968m240b260,373728,48.0,48.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,45 to 54 years,Black or African American,Not Hispanic or Latino,Civilian veteran
dmom08171969d536m600,431031,46.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rprm07161959r550p620,209331,56.0,57.0,Male,White ,Hispanic/Latino ,No ,55 to 59 years,White,Hispanic or Latino (of any race),Non veteran
jhgm06091983j160h252,227678,33.0,33.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
alrm03051983a422l620,431030,33.0,33.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,25 to 34 years,Black or African American,Not Hispanic or Latino,Civilian veteran
pcum02031944p200c220,431032,72.0,72.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
trsm02211991t250r200,257677,25.0,25.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
wgem04021992w450g626,292185,24.0,24.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,20 to 24 years,Black or African American,Not Hispanic or Latino,Non veteran
kfwf11221986k623f460,385113,29.0,29.0,Female,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
mbyf11101970m620b625,280218,45.0,45.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
jdvm12051968j520d120,430419,47.0,47.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
kemm01111956k620e355,160758,60.0,60.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
lfim04131954l600f250,421596,62.0,62.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,60 to 64 years,Black or African American,Not Hispanic or Latino,Non veteran
tjnm07221989t650j520,261739,26.0,27.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
bcmm11301974b400c565,402258,41.0,41.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
scom08051969s500c400,431161,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
hmrm05241966h654m642,160297,50.0,50.0,Male,White ,Hispanic/Latino ,No ,45 to 54 years,White,Hispanic or Latino (of any race),Non veteran
dmkm10061970d520m216,180383,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rczm08121965r500c263,405331,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
hsam05251973h616s000,429484,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
mtlm08311949m622t460,322898,66.0,67.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,65 to 74 years,Black or African American,Not Hispanic or Latino,Non veteran
awtf07251987a425w325,329555,28.0,29.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,25 to 34 years,Black or African American,Not Hispanic or Latino,Civilian veteran
oqif01031966o410q200,420702,50.0,50.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dmcm05051983d540m260,169422,33.0,33.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
mmcm06081967m240m242,423991,49.0,49.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
ckdm05071987c300k300,431276,29.0,29.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
kmtm11241977k400m324,341525,38.0,38.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
rtom03211971r254t520,271140,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
padm04021972p400a536,200387,44.0,44.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
ktrf02031971k516t620,375893,45.0,45.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
mprm05071962m240p625,431162,54.0,54.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
dmkm10061970d520m216,180383,45.0,45.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
gcnm09051983g620c560,431451,32.0,32.0,Male,White ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,White,Not Hispanic or Latino,Non veteran
jprm02271960j650p600,130671,56.0,56.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,55 to 59 years,Black or African American,Not Hispanic or Latino,Non veteran
sbrm09101972s315b652,181610,43.0,43.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
scom08051969s500c400,431161,46.0,46.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
gcom05261963g635c160,166457,53.0,53.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
rczm08121965r500c263,405331,50.0,50.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
cbtm06081950c642b340,337991,66.0,66.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,Yes ,65 to 74 years,Black or African American,Not Hispanic or Latino,Civilian veteran
mldm08071967m650l316,431450,48.0,48.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
cklm09021975c230k440,431449,40.0,40.0,Male,Black or African American ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,Black or African American,Not Hispanic or Latino,Non veteran
wrbm10211964w450r152,275268,51.0,51.0,Male,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
csnt04121985c415s536,300905,31.0,31.0,Trans Female (MTF or Male to Female),Black or African American ,Non-Hispanic/Non-Latino ,No ,25 to 34 years,Black or African American,Not Hispanic or Latino,Non veteran
sbwf08141970s165b600,431448,45.0,45.0,Female,White ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,White,Not Hispanic or Latino,Non veteran
jesf10301967j520e236,384356,48.0,48.0,Female,Black or African American ,Non-Hispanic/Non-Latino ,No ,45 to 54 years,Black or African American,Not Hispanic or Latino,Non veteran
tlim04171977t520l500,322997,39.0,39.0,Male,White ,Non-Hispanic/Non-Latino ,No ,35 to 44 years,White,Not Hispanic or Latino,Non veteran
